domain_pair	domain_1	domain_2	domain_desc_1	domain_desc_2	absolute_number	freq
Lectin_C--V-set	Lectin_C	V-set	LectinC-typedomain	ImmunoglobulinV-setdomain	4	0.000197951205027961
Myelin-PO_C--V-set	Myelin-PO_C	V-set	Myelin-POcytoplasmicC-termp65bindingregion	ImmunoglobulinV-setdomain	1	4.94878012569901e-05
PRY--V-set	PRY	V-set	SPRY-associateddomain	ImmunoglobulinV-setdomain	9	0.000445390211312911
SIT--V-set	SIT	V-set	SHP2-interactingtransmembraneadaptorprotein,SIT	ImmunoglobulinV-setdomain	2	9.89756025139803e-05
SPRY--V-set	SPRY	V-set	SPRYdomain	ImmunoglobulinV-setdomain	9	0.000445390211312911
Sushi--V-set	Sushi	V-set	Sushirepeat(SCRrepeat)	ImmunoglobulinV-setdomain	4	0.000197951205027961
V-set--V-set	V-set	V-set	ImmunoglobulinV-setdomain	ImmunoglobulinV-setdomain	12	0.000593853615083882
fn3--V-set	fn3	V-set	FibronectintypeIIIdomain	ImmunoglobulinV-setdomain	1	4.94878012569901e-05
ig--V-set	ig	V-set	Immunoglobulindomain	ImmunoglobulinV-setdomain	6	0.000296926807541941
CD47--V-set_CD47	CD47	V-set_CD47	CD47transmembraneregion	CD47immunoglobulin-likedomain	1	4.94878012569901e-05
GRAM--VASt	GRAM	VASt	GRAMdomain	VAD1AnalogofStAR-relatedlipidtransferdomain	3	0.00014846340377097
FERM_M--VBS	FERM_M	VBS	FERMcentraldomain	VinculinBindingSite	2	9.89756025139803e-05
FERM_N--VBS	FERM_N	VBS	FERMN-terminaldomain	VinculinBindingSite	2	9.89756025139803e-05
FERM_f0--VBS	FERM_f0	VBS	N-terminalorF0domainofTalin-headFERM	VinculinBindingSite	2	9.89756025139803e-05
I_LWEQ--VBS	I_LWEQ	VBS	I/LWEQdomain	VinculinBindingSite	2	9.89756025139803e-05
Talin_middle--VBS	Talin_middle	VBS	Talin,middledomain	VinculinBindingSite	2	9.89756025139803e-05
EGF_CA--VCBS	EGF_CA	VCBS	Calcium-bindingEGFdomain	RepeatdomaininVibrio,Colwellia,BradyrhizobiumandShewanella	1	4.94878012569901e-05
UnbV_ASPIC--VCBS	UnbV_ASPIC	VCBS	ASPICandUnbV	RepeatdomaininVibrio,Colwellia,BradyrhizobiumandShewanella	1	4.94878012569901e-05
VCBS--VCBS	VCBS	VCBS	RepeatdomaininVibrio,Colwellia,BradyrhizobiumandShewanella	RepeatdomaininVibrio,Colwellia,BradyrhizobiumandShewanella	1	4.94878012569901e-05
VCX_VCY--VCX_VCY	VCX_VCY	VCX_VCY	VariablechargeX/Yfamily	VariablechargeX/Yfamily	3	0.00014846340377097
PDGF--VEGF_C	PDGF	VEGF_C	PDGF/VEGFdomain	VEGFheparin-bindingdomain	1	4.94878012569901e-05
Guanylate_kin--VGCC_beta4Aa_N	Guanylate_kin	VGCC_beta4Aa_N	Guanylatekinase	Voltagegatedcalciumchannelsubunitbetadomain4AaNterminal	4	0.000197951205027961
Ion_trans--VGPC1_C	Ion_trans	VGPC1_C	Iontransportprotein	C-terminalmembrane-localisationdomainofion-channel,VCN1	1	4.94878012569901e-05
VHL--VHL_C	VHL	VHL_C	VHLbetadomain	VHLboxdomain	1	4.94878012569901e-05
AbLIM_anchor--VHP	AbLIM_anchor	VHP	Putativeadherens-junctionanchoringregionofAbLIM	Villinheadpiecedomain	4	0.000197951205027961
Gelsolin--VHP	Gelsolin	VHP	Gelsolinrepeat	Villinheadpiecedomain	4	0.000197951205027961
LIM--VHP	LIM	VHP	LIMdomain	Villinheadpiecedomain	3	0.00014846340377097
Alpha_adaptinC2--VHS	Alpha_adaptinC2	VHS	AdaptinC-terminaldomain	VHSdomain	3	0.00014846340377097
FYVE--VHS	FYVE	VHS	FYVEzincfinger	VHSdomain	1	4.94878012569901e-05
GAT--VHS	GAT	VHS	GATdomain	VHSdomain	6	0.000296926807541941
Hrs_helical--VHS	Hrs_helical	VHS	Hepatocytegrowthfactor-regulatedtyrosinekinasesubstrate	VHSdomain	1	4.94878012569901e-05
SH3_1--VHS	SH3_1	VHS	SH3domain	VHSdomain	2	9.89756025139803e-05
UIM--VHS	UIM	VHS	Ubiquitininteractionmotif	VHSdomain	2	9.89756025139803e-05
VHS--VHS	VHS	VHS	VHSdomain	VHSdomain	1	4.94878012569901e-05
BRCT--VIT	BRCT	VIT	BRCA1CTerminus(BRCT)domain	Vaultproteininter-alpha-trypsindomain	1	4.94878012569901e-05
ITI_HC_C--VIT	ITI_HC_C	VIT	Inter-alpha-trypsininhibitorheavychainC-terminus	Vaultproteininter-alpha-trypsindomain	6	0.000296926807541941
PARP--VIT	PARP	VIT	Poly(ADP-ribose)polymerasecatalyticdomain	Vaultproteininter-alpha-trypsindomain	1	4.94878012569901e-05
Trypsin--VKOR	Trypsin	VKOR	Trypsin	VitaminKepoxidereductasefamily	1	4.94878012569901e-05
Clathrin--VPS11_C	Clathrin	VPS11_C	RegioninClathrinandVPS	Vacuolarproteinsortingprotein11Cterminal	1	4.94878012569901e-05
ATG_C--VPS13	ATG_C	VPS13	Autophagy-relatedproteinCterminaldomain	Vacuolarsorting-associatedprotein13,N-terminal	2	9.89756025139803e-05
Chorein_N--VPS13	Chorein_N	VPS13	N-terminalregionofChoreinorVPS13	Vacuolarsorting-associatedprotein13,N-terminal	3	0.00014846340377097
SHR-BD--VPS13	SHR-BD	VPS13	SHR-bindingdomainofvacuolar-sortingassociatedprotein13	Vacuolarsorting-associatedprotein13,N-terminal	3	0.00014846340377097
UBA--VPS13	UBA	VPS13	UBA/TS-Ndomain	Vacuolarsorting-associatedprotein13,N-terminal	1	4.94878012569901e-05
ATG_C--VPS13_C	ATG_C	VPS13_C	Autophagy-relatedproteinCterminaldomain	Vacuolar-sorting-associated13proteinC-terminal	2	9.89756025139803e-05
Chorein_N--VPS13_C	Chorein_N	VPS13_C	N-terminalregionofChoreinorVPS13	Vacuolar-sorting-associated13proteinC-terminal	4	0.000197951205027961
SHR-BD--VPS13_C	SHR-BD	VPS13_C	SHR-bindingdomainofvacuolar-sortingassociatedprotein13	Vacuolar-sorting-associated13proteinC-terminal	4	0.000197951205027961
UBA--VPS13_C	UBA	VPS13_C	UBA/TS-Ndomain	Vacuolar-sorting-associated13proteinC-terminal	1	4.94878012569901e-05
VPS13--VPS13_C	VPS13	VPS13_C	Vacuolarsorting-associatedprotein13,N-terminal	Vacuolar-sorting-associated13proteinC-terminal	3	0.00014846340377097
ATG_C--VPS13_mid_rpt	ATG_C	VPS13_mid_rpt	Autophagy-relatedproteinCterminaldomain	RepeatingcoiledregionofVPS13	2	9.89756025139803e-05
Chorein_N--VPS13_mid_rpt	Chorein_N	VPS13_mid_rpt	N-terminalregionofChoreinorVPS13	RepeatingcoiledregionofVPS13	3	0.00014846340377097
SHR-BD--VPS13_mid_rpt	SHR-BD	VPS13_mid_rpt	SHR-bindingdomainofvacuolar-sortingassociatedprotein13	RepeatingcoiledregionofVPS13	3	0.00014846340377097
UBA--VPS13_mid_rpt	UBA	VPS13_mid_rpt	UBA/TS-Ndomain	RepeatingcoiledregionofVPS13	1	4.94878012569901e-05
VPS13--VPS13_mid_rpt	VPS13	VPS13_mid_rpt	Vacuolarsorting-associatedprotein13,N-terminal	RepeatingcoiledregionofVPS13	3	0.00014846340377097
VPS13_C--VPS13_mid_rpt	VPS13_C	VPS13_mid_rpt	Vacuolar-sorting-associated13proteinC-terminal	RepeatingcoiledregionofVPS13	3	0.00014846340377097
VPS13_mid_rpt--VPS13_mid_rpt	VPS13_mid_rpt	VPS13_mid_rpt	RepeatingcoiledregionofVPS13	RepeatingcoiledregionofVPS13	2	9.89756025139803e-05
VPS28--VPS28	VPS28	VPS28	VPS28protein	VPS28protein	1	4.94878012569901e-05
Ank_2--VPS9	Ank_2	VPS9	Ankyrinrepeats(3copies)	Vacuolarsortingprotein9(VPS9)domain	1	4.94878012569901e-05
Ank_3--VPS9	Ank_3	VPS9	Ankyrinrepeat	Vacuolarsortingprotein9(VPS9)domain	1	4.94878012569901e-05
MORN--VPS9	MORN	VPS9	MORNrepeat	Vacuolarsortingprotein9(VPS9)domain	2	9.89756025139803e-05
RA--VPS9	RA	VPS9	Rasassociation(RalGDS/AF-6)domain	Vacuolarsortingprotein9(VPS9)domain	2	9.89756025139803e-05
RCC1--VPS9	RCC1	VPS9	Regulatorofchromosomecondensation(RCC1)repeat	Vacuolarsortingprotein9(VPS9)domain	1	4.94878012569901e-05
RasGAP--VPS9	RasGAP	VPS9	GTPase-activatorproteinforRas-likeGTPase	Vacuolarsortingprotein9(VPS9)domain	1	4.94878012569901e-05
RhoGEF--VPS9	RhoGEF	VPS9	RhoGEFdomain	Vacuolarsortingprotein9(VPS9)domain	1	4.94878012569901e-05
Ant_C--VWA	Ant_C	VWA	AnthraxreceptorC-terminusregion	vonWillebrandfactortypeAdomain	2	9.89756025139803e-05
Anth_Ig--VWA	Anth_Ig	VWA	Anthraxreceptorextracellulardomain	vonWillebrandfactortypeAdomain	3	0.00014846340377097
BRCT--VWA	BRCT	VWA	BRCA1CTerminus(BRCT)domain	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
C8--VWA	C8	VWA	C8domain	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
CLCA--VWA	CLCA	VWA	Calcium-activatedchloridechannelNterminal	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
Collagen--VWA	Collagen	VWA	Collagentriplehelixrepeat(20copies)	vonWillebrandfactortypeAdomain	12	0.000593853615083882
EGF--VWA	EGF	VWA	EGF-likedomain	vonWillebrandfactortypeAdomain	2	9.89756025139803e-05
EGF_CA--VWA	EGF_CA	VWA	Calcium-bindingEGFdomain	vonWillebrandfactortypeAdomain	3	0.00014846340377097
Ephrin_rec_like--VWA	Ephrin_rec_like	VWA	Putativeephrin-receptorlike	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
FG-GAP--VWA	FG-GAP	VWA	FG-GAPrepeat	vonWillebrandfactortypeAdomain	9	0.000445390211312911
FXa_inhibition--VWA	FXa_inhibition	VWA	CoagulationFactorXainhibitorysite	vonWillebrandfactortypeAdomain	4	0.000197951205027961
HYR--VWA	HYR	VWA	HYRdomain	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
ITI_HC_C--VWA	ITI_HC_C	VWA	Inter-alpha-trypsininhibitorheavychainC-terminus	vonWillebrandfactortypeAdomain	5	0.000247439006284951
Integrin_alpha--VWA	Integrin_alpha	VWA	Integrinalphacytoplasmicregion	vonWillebrandfactortypeAdomain	5	0.000247439006284951
Integrin_alpha2--VWA	Integrin_alpha2	VWA	Integrinalpha	vonWillebrandfactortypeAdomain	9	0.000445390211312911
Kunitz_BPTI--VWA	Kunitz_BPTI	VWA	Kunitz/Bovinepancreatictrypsininhibitordomain	vonWillebrandfactortypeAdomain	3	0.00014846340377097
LCCL--VWA	LCCL	VWA	LCCLdomain	vonWillebrandfactortypeAdomain	2	9.89756025139803e-05
Matrilin_ccoil--VWA	Matrilin_ccoil	VWA	Trimericcoiled-coiloligomerisationdomainofmatrilin	vonWillebrandfactortypeAdomain	4	0.000197951205027961
PARP--VWA	PARP	VWA	Poly(ADP-ribose)polymerasecatalyticdomain	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
Pentaxin--VWA	Pentaxin	VWA	Pentaxinfamily	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
Sushi--VWA	Sushi	VWA	Sushirepeat(SCRrepeat)	vonWillebrandfactortypeAdomain	4	0.000197951205027961
TIL--VWA	TIL	VWA	TrypsinInhibitorlikecysteinerichdomain	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
Trypsin--VWA	Trypsin	VWA	Trypsin	vonWillebrandfactortypeAdomain	3	0.00014846340377097
VGCC_alpha2--VWA	VGCC_alpha2	VWA	Neuronalvoltage-dependentcalciumchannelalpha2acd	vonWillebrandfactortypeAdomain	2	9.89756025139803e-05
VIT--VWA	VIT	VWA	Vaultproteininter-alpha-trypsindomain	vonWillebrandfactortypeAdomain	6	0.000296926807541941
VWA--VWA	VWA	VWA	vonWillebrandfactortypeAdomain	vonWillebrandfactortypeAdomain	17	0.000841292621368833
cEGF--VWA	cEGF	VWA	ComplementClr-likeEGF-like	vonWillebrandfactortypeAdomain	2	9.89756025139803e-05
fn3--VWA	fn3	VWA	FibronectintypeIIIdomain	vonWillebrandfactortypeAdomain	5	0.000247439006284951
hEGF--VWA	hEGF	VWA	Humangrowthfactor-likeEGF	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
CLCA--VWA_2	CLCA	VWA_2	Calcium-activatedchloridechannelNterminal	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
INT_SG_DDX_CT_C--VWA_2	INT_SG_DDX_CT_C	VWA_2	INTS6/SAGE1/DDX26B/CT45C-terminus	vonWillebrandfactortypeAdomain	2	9.89756025139803e-05
UIM--VWA_2	UIM	VWA_2	Ubiquitininteractionmotif	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
DUF4537--VWA_3	DUF4537	VWA_3	Domainofunknownfunction(DUF4537)	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
ITI_HC_C--VWA_3	ITI_HC_C	VWA_3	Inter-alpha-trypsininhibitorheavychainC-terminus	vonWillebrandfactortypeAdomain	1	4.94878012569901e-05
VGCC_alpha2--VWA_3	VGCC_alpha2	VWA_3	Neuronalvoltage-dependentcalciumchannelalpha2acd	vonWillebrandfactortypeAdomain	2	9.89756025139803e-05
VIT--VWA_3	VIT	VWA_3	Vaultproteininter-alpha-trypsindomain	vonWillebrandfactortypeAdomain	2	9.89756025139803e-05
VIT_2--VWA_3	VIT_2	VWA_3	Vaultproteininter-alpha-trypsindomain	vonWillebrandfactortypeAdomain	2	9.89756025139803e-05
VWA_3--VWA_3	VWA_3	VWA_3	vonWillebrandfactortypeAdomain	vonWillebrandfactortypeAdomain	2	9.89756025139803e-05
VGCC_alpha2--VWA_N	VGCC_alpha2	VWA_N	Neuronalvoltage-dependentcalciumchannelalpha2acd	VWAN-terminal	4	0.000197951205027961
VWA--VWA_N	VWA	VWA_N	vonWillebrandfactortypeAdomain	VWAN-terminal	3	0.00014846340377097
VWA_3--VWA_N	VWA_3	VWA_N	vonWillebrandfactortypeAdomain	VWAN-terminal	2	9.89756025139803e-05
C8--VWA_N2	C8	VWA_N2	C8domain	VWAN-terminal	1	4.94878012569901e-05
TIL--VWA_N2	TIL	VWA_N2	TrypsinInhibitorlikecysteinerichdomain	VWAN-terminal	1	4.94878012569901e-05
VWA--VWA_N2	VWA	VWA_N2	vonWillebrandfactortypeAdomain	VWAN-terminal	1	4.94878012569901e-05
An_peroxidase--VWC	An_peroxidase	VWC	Animalhaemperoxidase	vonWillebrandfactortypeCdomain	2	9.89756025139803e-05
Antistasin--VWC	Antistasin	VWC	Antistasinfamily	vonWillebrandfactortypeCdomain	1	4.94878012569901e-05
C8--VWC	C8	VWC	C8domain	vonWillebrandfactortypeCdomain	3	0.00014846340377097
CHRD--VWC	CHRD	VWC	CHRDdomain	vonWillebrandfactortypeCdomain	1	4.94878012569901e-05
COLFI--VWC	COLFI	VWC	FibrillarcollagenC-terminaldomain	vonWillebrandfactortypeCdomain	3	0.00014846340377097
Cadherin_3--VWC	Cadherin_3	VWC	Cadherin-like	vonWillebrandfactortypeCdomain	1	4.94878012569901e-05
Calx-beta--VWC	Calx-beta	VWC	Calx-betadomain	vonWillebrandfactortypeCdomain	1	4.94878012569901e-05
Collagen--VWC	Collagen	VWC	Collagentriplehelixrepeat(20copies)	vonWillebrandfactortypeCdomain	3	0.00014846340377097
Cys_knot--VWC	Cys_knot	VWC	Cystine-knotdomain	vonWillebrandfactortypeCdomain	4	0.000197951205027961
EGF_3--VWC	EGF_3	VWC	EGFdomain	vonWillebrandfactortypeCdomain	2	9.89756025139803e-05
EGF_CA--VWC	EGF_CA	VWC	Calcium-bindingEGFdomain	vonWillebrandfactortypeCdomain	4	0.000197951205027961
I-set--VWC	I-set	VWC	ImmunoglobulinI-setdomain	vonWillebrandfactortypeCdomain	2	9.89756025139803e-05
IGFBP--VWC	IGFBP	VWC	Insulin-likegrowthfactorbindingprotein	vonWillebrandfactortypeCdomain	6	0.000296926807541941
Ig_3--VWC	Ig_3	VWC	Immunoglobulindomain	vonWillebrandfactortypeCdomain	1	4.94878012569901e-05
LRR_8--VWC	LRR_8	VWC	Leucinerichrepeat	vonWillebrandfactortypeCdomain	3	0.00014846340377097
Laminin_G_2--VWC	Laminin_G_2	VWC	LamininGdomain	vonWillebrandfactortypeCdomain	1	4.94878012569901e-05
Mucin2_WxxW--VWC	Mucin2_WxxW	VWC	Mucin-2proteinWxxWrepeatingregion	vonWillebrandfactortypeCdomain	1	4.94878012569901e-05
TIL--VWC	TIL	VWC	TrypsinInhibitorlikecysteinerichdomain	vonWillebrandfactortypeCdomain	3	0.00014846340377097
TSP_1--VWC	TSP_1	VWC	Thrombospondintype1domain	vonWillebrandfactortypeCdomain	4	0.000197951205027961
TSP_3--VWC	TSP_3	VWC	Thrombospondintype3repeat	vonWillebrandfactortypeCdomain	2	9.89756025139803e-05
TSP_C--VWC	TSP_C	VWC	ThrombospondinC-terminalregion	vonWillebrandfactortypeCdomain	2	9.89756025139803e-05
VWA--VWC	VWA	VWC	vonWillebrandfactortypeAdomain	vonWillebrandfactortypeCdomain	1	4.94878012569901e-05
VWA_N2--VWC	VWA_N2	VWC	VWAN-terminal	vonWillebrandfactortypeCdomain	1	4.94878012569901e-05
VWC--VWC	VWC	VWC	vonWillebrandfactortypeCdomain	vonWillebrandfactortypeCdomain	11	0.000544365813826892
AMOP--VWD	AMOP	VWD	AMOPdomain	vonWillebrandfactortypeDdomain	1	4.94878012569901e-05
AbfB--VWD	AbfB	VWD	Alpha-L-arabinofuranosidaseB(ABFB)domain	vonWillebrandfactortypeDdomain	2	9.89756025139803e-05
C8--VWD	C8	VWD	C8domain	vonWillebrandfactortypeDdomain	11	0.000544365813826892
F5_F8_type_C--VWD	F5_F8_type_C	VWD	F5/8typeCdomain	vonWillebrandfactortypeDdomain	1	4.94878012569901e-05
Ldl_recept_a--VWD	Ldl_recept_a	VWD	Low-densitylipoproteinreceptordomainclassA	vonWillebrandfactortypeDdomain	1	4.94878012569901e-05
MAM--VWD	MAM	VWD	MAMdomain,meprin/A5/mu	vonWillebrandfactortypeDdomain	1	4.94878012569901e-05
Mucin2_WxxW--VWD	Mucin2_WxxW	VWD	Mucin-2proteinWxxWrepeatingregion	vonWillebrandfactortypeDdomain	2	9.89756025139803e-05
NIDO--VWD	NIDO	VWD	Nidogen-like	vonWillebrandfactortypeDdomain	2	9.89756025139803e-05
Somatomedin_B--VWD	Somatomedin_B	VWD	SomatomedinBdomain	vonWillebrandfactortypeDdomain	1	4.94878012569901e-05
Sushi--VWD	Sushi	VWD	Sushirepeat(SCRrepeat)	vonWillebrandfactortypeDdomain	1	4.94878012569901e-05
TIL--VWD	TIL	VWD	TrypsinInhibitorlikecysteinerichdomain	vonWillebrandfactortypeDdomain	11	0.000544365813826892
TILa--VWD	TILa	VWD	TILadomain	vonWillebrandfactortypeDdomain	3	0.00014846340377097
TSP_1--VWD	TSP_1	VWD	Thrombospondintype1domain	vonWillebrandfactortypeDdomain	1	4.94878012569901e-05
VWA--VWD	VWA	VWD	vonWillebrandfactortypeAdomain	vonWillebrandfactortypeDdomain	1	4.94878012569901e-05
VWA_N2--VWD	VWA_N2	VWD	VWAN-terminal	vonWillebrandfactortypeDdomain	1	4.94878012569901e-05
VWC--VWD	VWC	VWD	vonWillebrandfactortypeCdomain	vonWillebrandfactortypeDdomain	4	0.000197951205027961
VWD--VWD	VWD	VWD	vonWillebrandfactortypeDdomain	vonWillebrandfactortypeDdomain	10	0.000494878012569902
V_ATPase_I--V_ATPase_I	V_ATPase_I	V_ATPase_I	V-typeATPase116kDasubunitfamily	V-typeATPase116kDasubunitfamily	1	4.94878012569901e-05
Ecm29--Vac14_Fab1_bd	Ecm29	Vac14_Fab1_bd	Proteasomestabiliser	Vacuolar14Fab1-bindingregion	1	4.94878012569901e-05
Vac14_Fab1_bd--Vac14_Fig4_bd	Vac14_Fab1_bd	Vac14_Fig4_bd	Vacuolar14Fab1-bindingregion	Vacuolarprotein14C-terminalFig4pbinding	1	4.94878012569901e-05
Vasohibin--Vasohibin	Vasohibin	Vasohibin	Vasohibin	Vasohibin	1	4.94878012569901e-05
MVP_shoulder--Vault	MVP_shoulder	Vault	Shoulderdomain	MajorVaultProteinrepeatdomain	1	4.94878012569901e-05
Vault--Vault	Vault	Vault	MajorVaultProteinrepeatdomain	MajorVaultProteinrepeatdomain	1	4.94878012569901e-05
HSF_DNA-bind--Vert_HS_TF	HSF_DNA-bind	Vert_HS_TF	HSF-typeDNA-binding	Vertebrateheatshocktranscriptionfactor	2	9.89756025139803e-05
Vert_HS_TF--Vert_HS_TF	Vert_HS_TF	Vert_HS_TF	Vertebrateheatshocktranscriptionfactor	Vertebrateheatshocktranscriptionfactor	1	4.94878012569901e-05
bZIP_2--Vert_IL3-reg_TF	bZIP_2	Vert_IL3-reg_TF	Basicregionleucinezipper	Vertebrateinterleukin-3regulatedtranscriptionfactor	1	4.94878012569901e-05
Vinculin--Vinculin	Vinculin	Vinculin	Vinculinfamily	Vinculinfamily	5	0.000247439006284951
Serum_albumin--VitD-bind_III	Serum_albumin	VitD-bind_III	Serumalbuminfamily	VitaminDbindingprotein,domainIII	1	4.94878012569901e-05
ApoB100_C--Vitellogenin_N	ApoB100_C	Vitellogenin_N	ApolipoproteinB100Cterminal	Lipoproteinaminoterminalregion	1	4.94878012569901e-05
DUF1081--Vitellogenin_N	DUF1081	Vitellogenin_N	DomainofUnknownFunction(DUF1081)	Lipoproteinaminoterminalregion	1	4.94878012569901e-05
DUF1943--Vitellogenin_N	DUF1943	Vitellogenin_N	Domainofunknownfunction(DUF1943)	Lipoproteinaminoterminalregion	2	9.89756025139803e-05
Voldacs--Voldacs	Voldacs	Voldacs	Regulatorofvolumedecreaseaftercellularswelling	Regulatorofvolumedecreaseaftercellularswelling	1	4.94878012569901e-05
CBS--Voltage_CLC	CBS	Voltage_CLC	CBSdomain	Voltagegatedchloridechannel	7	0.000346414608798931
Voltage_CLC--Voltage_CLC	Voltage_CLC	Voltage_CLC	Voltagegatedchloridechannel	Voltagegatedchloridechannel	3	0.00014846340377097
Vps16_C--Vps16_N	Vps16_C	Vps16_N	Vps16,C-terminalregion	Vps16,N-terminalregion	1	4.94878012569901e-05
UEV--Vps23_core	UEV	Vps23_core	UEVdomain	Vps23coredomain	1	4.94878012569901e-05
Vps26--Vps26	Vps26	Vps26	Vacuolarproteinsorting-associatedprotein26	Vacuolarproteinsorting-associatedprotein26	1	4.94878012569901e-05
EAP30--Vps36_ESCRT-II	EAP30	Vps36_ESCRT-II	EAP30/Vps36family	Vacuolarproteinsortingprotein36Vps36	1	4.94878012569901e-05
CNH--Vps39_1	CNH	Vps39_1	CNHdomain	Vacuolarsortingprotein39domain1	2	9.89756025139803e-05
Clathrin--Vps39_1	Clathrin	Vps39_1	RegioninClathrinandVPS	Vacuolarsortingprotein39domain1	1	4.94878012569901e-05
CNH--Vps39_2	CNH	Vps39_2	CNHdomain	Vacuolarsortingprotein39domain2	2	9.89756025139803e-05
Clathrin--Vps39_2	Clathrin	Vps39_2	RegioninClathrinandVPS	Vacuolarsortingprotein39domain2	1	4.94878012569901e-05
Vps39_1--Vps39_2	Vps39_1	Vps39_2	Vacuolarsortingprotein39domain1	Vacuolarsortingprotein39domain2	2	9.89756025139803e-05
AAA--Vps4_C	AAA	Vps4_C	ATPasefamilyassociatedwithvariouscellularactivities(AAA)	Vps4Cterminaloligomerisationdomain	9	0.000445390211312911
CDC48_2--Vps4_C	CDC48_2	Vps4_C	Celldivisionprotein48(CDC48),domain2	Vps4Cterminaloligomerisationdomain	1	4.94878012569901e-05
CDC48_N--Vps4_C	CDC48_N	Vps4_C	Celldivisionprotein48(CDC48),N-terminaldomain	Vps4Cterminaloligomerisationdomain	1	4.94878012569901e-05
MIT--Vps4_C	MIT	Vps4_C	MIT(microtubuleinteractingandtransport)domain	Vps4Cterminaloligomerisationdomain	3	0.00014846340377097
PX--Vps5	PX	Vps5	PXdomain	Vps5Cterminallike	5	0.000247439006284951
Sorting_nexin--Vps5	Sorting_nexin	Vps5	Sortingnexin,N-terminaldomain	Vps5Cterminallike	2	9.89756025139803e-05
Dor1--Vps51	Dor1	Vps51	Dor1-likefamily	Vps51/Vps67	1	4.94878012569901e-05
Exo84_C--Vps51	Exo84_C	Vps51	Exocystcomponent84C-terminal	Vps51/Vps67	1	4.94878012569901e-05
Vps53_N--Vps53_N	Vps53_N	Vps53_N	Vps53-like,N-terminal	Vps53-like,N-terminal	1	4.94878012569901e-05
DUF2451--Vps54_N	DUF2451	Vps54_N	ProteinofunknownfunctionC-terminus(DUF2451)	Vacuolar-sortingprotein54,ofGARPcomplex	1	4.94878012569901e-05
Vps54--Vps54_N	Vps54	Vps54_N	Vps54-likeprotein	Vacuolar-sortingprotein54,ofGARPcomplex	1	4.94878012569901e-05
Hexapep--W2	Hexapep	W2	Bacterialtransferasehexapeptide(sixrepeats)	eIF4-gamma/eIF5/eIF2-epsilon	1	4.94878012569901e-05
MA3--W2	MA3	W2	MA3domain	eIF4-gamma/eIF5/eIF2-epsilon	3	0.00014846340377097
MIF4G--W2	MIF4G	W2	MIF4Gdomain	eIF4-gamma/eIF5/eIF2-epsilon	3	0.00014846340377097
eIF-5_eIF-2B--W2	eIF-5_eIF-2B	W2	DomainfoundinIF2B/IF5	eIF4-gamma/eIF5/eIF2-epsilon	1	4.94878012569901e-05
Bromodomain--WAC_Acf1_DNA_bd	Bromodomain	WAC_Acf1_DNA_bd	Bromodomain	ATP-utilisingchromatinassemblyandremodellingN-terminal	2	9.89756025139803e-05
DDT--WAC_Acf1_DNA_bd	DDT	WAC_Acf1_DNA_bd	DDTdomain	ATP-utilisingchromatinassemblyandremodellingN-terminal	1	4.94878012569901e-05
PHD--WAC_Acf1_DNA_bd	PHD	WAC_Acf1_DNA_bd	PHD-finger	ATP-utilisingchromatinassemblyandremodellingN-terminal	2	9.89756025139803e-05
Cementoin--WAP	Cementoin	WAP	Trappinproteintransglutaminasebindingdomain	WAP-type(WheyAcidicProtein)'four-disulfidecore'	1	4.94878012569901e-05
EGF_CA--WAP	EGF_CA	WAP	Calcium-bindingEGFdomain	WAP-type(WheyAcidicProtein)'four-disulfidecore'	1	4.94878012569901e-05
I-set--WAP	I-set	WAP	ImmunoglobulinI-setdomain	WAP-type(WheyAcidicProtein)'four-disulfidecore'	1	4.94878012569901e-05
Ig_3--WAP	Ig_3	WAP	Immunoglobulindomain	WAP-type(WheyAcidicProtein)'four-disulfidecore'	1	4.94878012569901e-05
Kazal_2--WAP	Kazal_2	WAP	Kazal-typeserineproteaseinhibitordomain	WAP-type(WheyAcidicProtein)'four-disulfidecore'	1	4.94878012569901e-05
Kunitz_BPTI--WAP	Kunitz_BPTI	WAP	Kunitz/Bovinepancreatictrypsininhibitordomain	WAP-type(WheyAcidicProtein)'four-disulfidecore'	5	0.000247439006284951
NTR--WAP	NTR	WAP	UNC-6/NTR/C345Cmodule	WAP-type(WheyAcidicProtein)'four-disulfidecore'	1	4.94878012569901e-05
SEA--WAP	SEA	WAP	SEAdomain	WAP-type(WheyAcidicProtein)'four-disulfidecore'	1	4.94878012569901e-05
WAP--WAP	WAP	WAP	WAP-type(WheyAcidicProtein)'four-disulfidecore'	WAP-type(WheyAcidicProtein)'four-disulfidecore'	5	0.000247439006284951
fn3--WAP	fn3	WAP	FibronectintypeIIIdomain	WAP-type(WheyAcidicProtein)'four-disulfidecore'	1	4.94878012569901e-05
